| 04/23/2021 16:21:56| Guest | Connexion | Connected Successfully| user
147| 04/27/2021 03:26:37| Aissatou | INSERTION | bs00002, 1, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, 1| historique_bourse
148| 04/27/2021 03:26:37| Aissatou | INSERTION | 2, 412500 F CFA, 300000, 04/27/2021 03:26:37| scolarite
149| 04/27/2021 03:26:37| Aissatou | INSERTION | 2, 300000, 04/27/2021 03:26:37, 3| historique_payement
150| 04/27/2021 03:26:37| Aissatou | DELETION | ID_NEW_ETUDIANT = 2| newetudiant
151| 04/27/2021 03:27:16| bs00001 | Connexion | Connected Successfully| user
152| 04/27/2021 03:28:11| Aissatou | INSERTION | bs00003, bs00003, student, user_24px.png, enable| user
153| 04/27/2021 03:28:11| Aissatou | INSERTION | bs00003, Salifou, SEMDE, Male, 2000-09-27, B11345421, 00 226 71 13 44 86, lyfsosemde2@gmail.com, 00 226 66 97 89 05, Bac D, 14.000, SEMDE Ismael, Police Man, OUILY Faouziatou, Directrice, LPK, SEMDE Malick, enabled, 10| etudiant
154| 04/27/2021 03:28:11| Aissatou | INSERTION | 3, bs00003, 2, 04/27/2021 03:28:11, 1| inscription
155| 04/27/2021 03:28:11| Aissatou | INSERTION | bs00003, 3, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, 1| historique_bourse
156| 04/27/2021 03:28:11| Aissatou | INSERTION | 3, 137500 F CFA, 120000, 04/27/2021 03:28:11| scolarite
157| 04/27/2021 03:28:11| Aissatou | INSERTION | 3, 120000, 04/27/2021 03:28:11, 3| historique_payement
158| 04/27/2021 03:28:11| Aissatou | DELETION | ID_NEW_ETUDIANT = 3| newetudiant
159| 04/27/2021 03:28:52| Aissatou | INSERTION | bs00004, bs00004, student, user_24px.png, enable| user
160| 04/27/2021 03:28:52| Aissatou | INSERTION | bs00004, Yves Patrick, YANOGO, Male, 2000-02-24, B4587625, 00 226 73 32 34 66, patrick2yanogo@outlook.com, 00 226 54 87 87 98, Bac D, 15.860, Ouedraogo Boukary, Trader, Kanzie Yasminatou, Farmer, LMV, Bazie Giovanni, enabled, 11| etudiant
161| 04/27/2021 03:28:52| Aissatou | INSERTION | 2, bs00004, 1, 04/27/2021 03:28:52, 1| inscription
162| 04/27/2021 03:28:52| Aissatou | INSERTION | bs00004, 2, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, 1| historique_bourse
163| 04/27/2021 03:28:52| Aissatou | INSERTION | 4, 275000 F CFA, 250000, 04/27/2021 03:28:52| scolarite
164| 04/27/2021 03:28:52| Aissatou | INSERTION | 4, 250000, 04/27/2021 03:28:52, 3| historique_payement
165| 04/27/2021 03:28:52| Aissatou | DELETION | ID_NEW_ETUDIANT = 4| newetudiant
166| 04/27/2021 04:07:21| Yara | Connexion | Connected Successfully| user
167| 04/27/2021 04:11:20| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = 'IMG_20210328_153400_9.jpg'| documents
168| 04/27/2021 04:11:44| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
169| 04/27/2021 04:14:35| admin | INSERTION | bs00001, 20202000514, 2021-04-27, 2021-05-11, New, active| louer
170| 04/27/2021 04:15:02| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = 'IMG_20210328_153358_5.jpg'| documents
171| 04/27/2021 04:15:12| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
172| 04/27/2021 04:16:26| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
173| 04/27/2021 04:16:46| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
174| 04/27/2021 04:17:08| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
175| 04/27/2021 04:17:21| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
176| 04/27/2021 04:17:40| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
177| 04/27/2021 04:18:40| admin | INSERTION | frert, rererw, dffde, 2021-04-08, 2, good, IMG_20210328_152905_0.jpg, free| documents
178| 04/27/2021 04:19:00| admin | DELETION | CODE_LIVRE = 'frert'| documents
179| 04/27/2021 04:19:21| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = 'IMG_20210328_153807_6.jpg'| documents
180| 04/27/2021 04:19:31| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
181| 04/27/2021 04:24:34| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = 'IMG_20210328_153400_9.jpg'| documents
182| 04/27/2021 04:24:42| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27'| documents
183| 04/27/2021 04:24:48| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27'| documents
184| 04/27/2021 04:29:00| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27'| documents
185| 04/27/2021 04:29:50| admin | INSERTION | frert, rererw, dffde, 2021-04-01, 1, good, IMG_4487.JPG, free| documents
186| 04/27/2021 04:30:40| admin | UPDATE | TITRE = 'Programing with Javascript', DEPARTMENT = 0, BOOK_STATUS = 'new', AUTHEUR = 'CS21 Students', DATE_EDITION = '2021-04-26'| documents
187| 04/27/2021 04:30:51| admin | DELETION | CODE_LIVRE = 2020200051462| documents
188| 04/27/2021 04:31:28| bs00002 | UPDATE | STATUT = 'pending_for_confirmation'| documents
189| 04/27/2021 04:32:12| admin | UPDATE | DATE_EMPRUNT = '2021-04-27 02:32:12', DATE_REMISE = '2021-05-11 02:32:12', STATUT = 'active'| louer
190| 04/27/2021 04:32:12| admin | UPDATE | STATUT = 'in_location'| documents
191| 04/27/2021 04:40:50| admin | UPDATE | ETAT_RETOUR = ''| louer
192| 04/27/2021 04:40:50| admin | UPDATE | BOOK_STATUS = '', STATUT = 'free'| documents
193| 04/27/2021 07:58:25| admin | UPDATE | ID_CLASSE = 2, ID_SEMESTRE = 2, NOM_MODULE = 'Programming arduin', VOLUME_HORAIRE = 6, DESCRIPTION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.'| module
194| 04/27/2021 08:04:55| Yannick | INSERTION | KABORE, boukary, Male, 1995-07-27, 12121212, 33333333, boukary@gmail.com, master 2, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.| professeur
195| 04/27/2021 08:04:55| Yannick | INSERTION | KABOREboukary, KABOREboukary, teacher, IMG_4467.JPG| user
196| 04/27/2021 08:04:55| Yannick | UPDATE | ID_USER = 12| professeur
197| 04/27/2021 08:04:55| Yannick | INSERTION | 1, 1, 1| enseigner
198| 04/27/2021 08:06:41| Aissatou | Connexion | Connected Successfully| user
199| 04/27/2021 08:35:26| KABOREboukary | INSERTION | bs00002, 1, 1| notes
200| 04/27/2021 08:35:26| KABOREboukary | INSERTION | bs00004, 1, 1| notes
201| 04/27/2021 08:43:21| Aissatou | Connexion | Connected Successfully| user
202| 04/27/2021 08:52:20| admin | INSERTION | 1, 2021-04-26, 2021-05-08, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme., 1| survey_set
203| 04/27/2021 08:55:08| admin | INSERTION | 1, 2021-04-28, 2021-05-07, erye4tr59e84yClick Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme., 1| survey_set
204| 04/27/2021 09:00:19| admin | UPDATE | SURVEY_DESCRIPTION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme.', START_DATE = '2021-04-26', END_DATE = '2021-05-13'| survey_set
205| 04/27/2021 09:13:36| Guest | Connexion | Connected Successfully| user
206| 04/27/2021 09:17:48| Guest | Connexion | Connected Successfully| user
207| 04/27/2021 09:19:24| admin | UPDATE | DATE_FIN = '2021-04-27'| annee_scolaire
208| 04/27/2021 09:19:24| admin | INSERTION | 2021-04-29, 2021-05-06, 2021-05-28, 2021-06-04, 2021-06-23| annee_scolaire
209| 04/27/2021 09:32:49| Aissatou | INSERTION | 2, bs00001, 2, 04/27/2021 09:32:49, 2| inscription
210| 04/27/2021 09:32:49| Aissatou | INSERTION | 5, 275000, 29999, 04/27/2021 09:32:49| scolarite
211| 04/27/2021 09:32:49| Aissatou | INSERTION | 5, 29999, 04/27/2021 09:32:49, 3| historique_payement
<<<<<<< Updated upstream
212| 04/27/2021 14:26:23| admin | Connexion | Connected Successfully| user
213| 04/27/2021 14:29:28| Department | Connexion | Connected Successfully| user
214| 04/27/2021 14:48:12| admin | Connexion | Connected Successfully| user
215| 04/27/2021 15:07:46| Department | INSERTION | 1, 1, 2| enseigner
216| 04/27/2021 15:07:46| Department | INSERTION | 5, 1, 2| enseigner
217| 04/27/2021 15:08:51| Department | Connexion | Connection Rejected| user
218| 04/27/2021 15:09:42| Department | Connexion | Connected Successfully| user
219| 04/27/2021 15:16:43| KABOREboukary | Connexion | Connection Rejected| user
220| 04/27/2021 15:17:31| KABOREboukary | Connexion | Connected Successfully| user
221| 04/30/2021 15:19:57| Guest | Connexion | Connected Successfully| user
=======
=======
| 04/24/2021 19:12:29| Department | Connexion | Connected Successfully| user
| 04/24/2021 19:12:45| teacher | INSERTION | bs00001, 2, 4| notes
| 04/24/2021 19:30:13| admin | Connexion | Connected Successfully| user
| 04/24/2021 21:37:46| Guest | Connexion | Connected Successfully| user
>>>>>>> Stashed changes
| 04/26/2021 14:38:37| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:41:08| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:41:09| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:42:56| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:44:01| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:45:20| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:47:30| admin | UPDATE | STATUT = 'in_meeting'| newetudiant
| 04/26/2021 14:47:30| admin | INSERTION | 25, 2021-05-08, 12:47| entretien
| 04/26/2021 14:48:03| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:48:04| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:48:23| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:48:46| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:49:01| bs00002 | Connexion | Connected Successfully| user
| 04/26/2021 14:49:06| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:49:11| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:49:26| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:49:44| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:50:03| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:50:14| Guest | Connexion | Connection Rejected| user
| 04/26/2021 14:50:25| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:50:33| Guest | Connexion | Connected Successfully| user
| 04/26/2021 14:50:34| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:50:41| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:50:59| Department | Connexion | Connection Rejected| user
| 04/26/2021 14:51:08| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:51:15| Department | Connexion | Connected Successfully| user
| 04/26/2021 14:51:15| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:51:23| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:52:40| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:53:06| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:53:26| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:53:40| admin | Connexion | Connection Rejected| user
| 04/26/2021 14:54:19| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:54:20| admin | Connexion | Connected Successfully| user
| 04/26/2021 14:56:37| bs00002 | Connexion | Connected Successfully| user
| 04/26/2021 14:58:57| Department | Connexion | Connected Successfully| user
| 04/26/2021 14:59:59| Department | Connexion | Connected Successfully| user
| 04/26/2021 15:05:12| admin | Connexion | Connected Successfully| user
| 04/26/2021 15:05:18| Secretaire | Connexion | Connected Successfully| user
| 04/26/2021 15:06:09| Secretaire | Connexion | Connection Rejected| user
| 04/26/2021 15:06:22| Secretaire | Connexion | Connected Successfully| user
| 04/26/2021 15:06:32| bs00002 | Connexion | Connected Successfully| user
| 04/26/2021 15:06:57| Secretaire | Connexion | Connection Rejected| user
| 04/26/2021 15:07:17| Secretaire | Connexion | Connected Successfully| user
| 04/26/2021 15:08:02| Guest | Connexion | Connected Successfully| user
| 04/26/2021 15:09:36| admin | Connexion | Connection Rejected| user
| 04/26/2021 15:09:54| admin | UPDATE | DATE_EMPRUNT = '2021-04-26 13:09:54', DATE_REMISE = '2021-05-10 13:09:54', STATUT = 'active'| louer
| 04/26/2021 15:09:54| admin | UPDATE | STATUT = 'in_location'| documents
| 04/26/2021 15:09:54| admin | Connexion | Connection Rejected| user
| 04/26/2021 15:10:05| admin | Connexion | Connected Successfully| user
| 04/26/2021 15:10:21| teacher | Connexion | Connected Successfully| user
| 04/26/2021 15:12:25| admin | Connexion | Connection Rejected| user
| 04/26/2021 15:13:19| Guest | Connexion | Connection Rejected| user
| 04/26/2021 15:13:31| admin | Connexion | Connected Successfully| user
| 04/26/2021 15:13:41| Guest | Connexion | Connected Successfully| user
| 04/26/2021 15:13:52| admin | Connexion | Connection Rejected| user
| 04/26/2021 15:14:34| admin | Connexion | Connected Successfully| user
| 04/26/2021 15:14:45| admin | Connexion | Connected Successfully| user
| 04/26/2021 15:16:59| bs00002 | Connexion | Connected Successfully| user
| 04/26/2021 15:18:21| Secretaire | Connexion | Connected Successfully| user
| 04/26/2021 16:46:21| Guest | Connexion | Connected Successfully| user
| 04/26/2021 17:07:19| bs00002 | Connexion | Connected Successfully| user
| 04/26/2021 17:07:38| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntium.'| department
| 04/26/2021 17:07:57| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntum.'| department
| 04/26/2021 17:10:40| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntium.'| department
| 04/26/2021 17:10:48| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntium.'| department
>>>>>>> Stashed changes
3| 04/26/2021 17:19:37| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntiu.'| department
4| 04/26/2021 17:21:13| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit laudntium.'| department
5| 04/26/2021 17:25:08| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto pladceat fugit laudntium.'| department
6| 04/26/2021 17:32:00| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto pladceat fugit laudntfgium.'| department
7| 04/26/2021 17:36:40| Department | INSERTION | Mechanical Engineering, Patick Yanogo, Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus quod quae libero eaque. Officia quaerat, corrupti labore fugiat eaque ratione commodi accusantium modi repellendus enim. Quasi cupiditate libero aliquid laboriosam.| department
8| 04/26/2021 17:38:15| Department | INSERTION | Watr, sdfsd, Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus quod quae libero eaque. Officia quaerat, corrupti labore fugiat eaque ratione commodi accusantium modi repellendus enim. Quasi cupiditate libero aliquid laboriosam.| department
9| 04/26/2021 17:40:46| Guest | Connexion | Connected Successfully| user
10| 04/26/2021 17:49:25| Department | UPDATE | ID_DEPARTEMENT = 3, NOM_FILIERE = 'Electricity', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit ladantiu.'| filieres
11| 04/26/2021 17:52:31| Secretaire | Connexion | Connected Successfully| user
12| 04/26/2021 17:54:48| Department | Connexion | Connected Successfully| user
13| 04/26/2021 18:00:26| Department | DELETION | ID_DEPARTEMENT = 5| department
14| 04/26/2021 18:22:28| Department | UPDATE | NOM_DEPARTEMENT = 'Computer Science', CHEF_DEPARTEMENT = 'Kambou Yannick', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto pladceat fugit laudntium.'| department
15| 04/26/2021 18:22:54| Department | DELETION | ID_DEPARTEMENT = 4| department
16| 04/26/2021 18:28:25| Department | INSERTION | df, sfds, del_department| department
17| 04/26/2021 18:28:35| Department | DELETION | ID_DEPARTEMENT = 6| department
18| 04/26/2021 18:30:00| Department | INSERTION | dsfdfsdfs, scsdfs, sdfsvfgsv| department
19| 04/26/2021 18:45:54| Secretaire | Connexion | Connected Successfully| user
20| 04/26/2021 18:46:10| admin | UPDATE | ID_DEPARTEMENT = 3, NOM_FILIERE = 'Electricity', DESCRIPTION = 'Lorem ipsum dolor sit amet, consectetur adipisicing elit. Dolore consequuntur molestias officiis! Aspernatur quos dolor deleniti quaerat officia unde non magnam, aliquam quis quas pariatur iure architecto placeat fugit ladantium.'| filieres
21| 04/26/2021 18:52:20| Department | INSERTION | 3, dfdf, scsdsvsd| filieres
22| 04/26/2021 18:52:33| Department | INSERTION | cxc| type_bac
23| 04/26/2021 18:52:48| Department | DELETION | ID_TYPE_BAC = 33| type_bac
24| 04/26/2021 18:54:29| Department | DELETION | ID_TYPE_BAC = 33| type_bac
25| 04/26/2021 18:55:30| Department | INSERTION | cxc| type_bac
26| 04/26/2021 18:55:56| admin | INSERTION | hfg| type_bac
27| 04/26/2021 19:01:16| Department | DELETION | ID_FILIERE = 7| filieres
28| 04/26/2021 19:01:27| Department | DELETION | ID_FILIERE = 7| filieres
29| 04/26/2021 19:10:12| Department | INSERTION | 2, hjhb, gtyghfv| filieres
30| 04/26/2021 19:10:22| Department | DELETION | ID_FILIERE = 8| filieres
31| 04/26/2021 19:12:22| Department | INSERTION | 2, sfds, sjkdfsnj| filieres
32| 04/26/2021 19:12:42| Department | DELETION | ID_FILIERE = 9| filieres
33| 04/26/2021 19:14:03| Department | UPDATE | ID_FILIERE = 6, NOM_CLASSE = 'Electricity I', MONTANT_SCOLARITE = 55000| classe
34| 04/26/2021 19:14:10| Department | UPDATE | ID_FILIERE = 6, NOM_CLASSE = 'Electricity I', MONTANT_SCOLARITE = 550000| classe
35| 04/26/2021 19:20:48| Department | INSERTION | 5, sdffs, 5225656| classe
36| 04/26/2021 19:21:18| admin | INSERTION | 6, sdffsdf, 566562| classe
37| 04/26/2021 19:21:53| admin | UPDATE | ID_FILIERE = 6, NOM_CLASSE = 'sdffsdf', MONTANT_SCOLARITE = 5665| classe
38| 04/26/2021 19:22:08| admin | DELETION | ID_CLASSE = 10| classe
39| 04/26/2021 19:22:17| admin | DELETION | ID_CLASSE = 9| classe
40| 04/26/2021 19:22:58| Department | UPDATE | ID_FILIERE = 6, NOM_CLASSE = 'Electricity II', MONTANT_SCOLARITE = 550000| classe
41| 04/26/2021 19:23:06| Department | UPDATE | ID_FILIERE = 6, NOM_CLASSE = 'Electricity I', MONTANT_SCOLARITE = 550000| classe
42| 04/26/2021 19:38:00| admin | Connexion | Connected Successfully| user
43| 04/26/2021 19:38:13| Secretaire | Connexion | Connected Successfully| user
44| 04/26/2021 19:38:25| Scolarite | Connexion | Connected Successfully| user
>>>>>>> Stashed changes
>>>>>>> Stashed changes
<<<<<<< Updated upstream
| 04/27/2021 16:13:53| Guest | Connexion | Connected Successfully| user
>>>>>>> Stashed changes
<<<<<<< Updated upstream
| 05/28/2021 12:13:09| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 12:14:57| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 12:16:35| Yannick | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 05/28/2021 12:16:45| Yannick | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 05/28/2021 12:16:56| Yannick | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 12:18:14| Yara | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 12:21:09| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 12:51:56| bs00001 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 13:01:55| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/28/2021 13:02:13| KABOREboukary | UPDATE | NOM_PROF = 'KABORE', PRENOM_PROF = 'boukary', EMAIL_PROF = 'boukary@gmail.com', TELEPHONE_PROF = 0022656235689, CNIB_PROF = 12121212| professeur
<<<<<<< Updated upstream
| 05/28/2021 13:02:57| KABOREboukary | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 05/28/2021 13:05:18| KABOREboukary | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/05/2021 17:31:51| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 05/05/2021 17:34:27| admin | INSERTION | 3, 2, Maths, 12, Coollllllllllllllllllllllllllll| module
<<<<<<< Updated upstream
| 06/02/2021 18:49:30| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 18:57:21| admin | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/02/2021 18:57:28| admin | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/02/2021 18:58:01| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:03:37| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:04:19| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:05:21| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:10:25| Yara | INSERTION | NANA, Jeremie, Male, 1997-06-10, nanajeremie09@gmail.com, 1, BF7427, 0022660649911, 0022664412419, Lycee Schorge, Bac D, 12, 06/02/2021 19:10:25| newetudiant
<<<<<<< Updated upstream
